DOORS ID,Taipei Circle Line Alarm List (English),Taipei Circle Line Alarm List (Chinese),TWC,CBTC,WSP,MLK,Core,LATS,PSD,SCADA,PSIS,VHD,ALARM EQUATE,Alarm Description (English),Alarm Description (Chinese),Alarm Code Prefix,PRI,Train Status,Territory-Based Y/N,Routing,ACK Policy,Inactive Policy,Inactive Condition,Source Mapping,Subsystem ,Feature,Related Work Item,"""Fixed"" 
Release(s)",Notes
ATS_GA_AL-329,<PVID><TID> At <TRACKING LOC>: Dynamic Full Service Brake Test Failure ,,,X,,,,,,,,,"TTT_OBSI_ATO_EMERGENCYBRAKESTESTSTATUS_2
",Alarm generated when a train has failed its dynamic full service brake test.,,V032,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,Passenger Service Tests,7673,4.8,
ATS_GA_AL-330,<PVID><TID> At <TRACKING LOC>: Dynamic Emergency Brake Test Failure,,,X,,,,,,,,,"TTT_OBSI_ATO_FULLSERVICEBRAKESTESTSTATUS_2
",Alarm generated when a train has failed its dynamic emergency brake test.,,V034,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,Passenger Service Tests,7673,4.8,
ATS_GA_AL-345,<PVID><TID> At <TRACKING LOC>: Abnormal Door Opening,,,X,,,,,,,,,TTT_OBSI_ATP_ABNORMALDOOROPENING_ON,Alarm generated when an abnormal train door opening indication is received for a train.,,V070,1,Serious,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Abnormal door opening is no longer reported.,"CBTC Message Type 170",VEH,Evacuation Management,4781,4.9,
ATS_GA_AL-346,<PVID><TID> At <TRACKING LOC>: Collision Is Detected ,,,X,,,,,,,,,TTT_OBSI_ATP_ACKNOWLEDGEABLETRAINCOLLISIONALARM_ON,Alarm generated when  the CBTC Subsystem reports a train collision.,,V071,1,Major,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Train Collision is no longer reported.,"CBTC Message Type 175",VEH,NA,NA,CORE,
ATS_GA_AL-347,<PVID><TID> At <TRACKING LOC>: Removal of Delocalization Protection Is Enabled,,,X,,,,,,,,,TTT_OBSI_ATP_ACKNOWLEDGEABLETRAINDELOCALIZATIONALARM_ON,Alarm notifying the Dispatcher that the protection applied for the delocalized train can be removed.,,V072,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Removal of delocalization alarm condition for the train.,CBTC Message Type 180,VEH,NA,11493,4.10.02,
ATS_GA_AL-348,<PVID><TID> At <TRACKING LOC>: Removal of Derailment Protection Is Enabled,,,X,,,,,,,,,TTT_OBSI_ATP_ACKNOWLEDGEABLETRAINDERAILMENTALARM_ON,Alarm generated when a train Derailment Protection Is Enabled acknowledgement is reported.,,V073,2,Major,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,default,default,CBTC Message Type 180,VEH ,NA,NA,CORE,
ATS_GA_AL-349,<PVID><TID> At <TRACKING LOC>: Removal of Evacuation Protection Is Enabled,,,X,,,,,,,,,"TTT_OBSI_ATP_ACKNOWLEDGEABLETRAINEVACUATIONALARM_ON
",Alarm notifying the ATS user that the protection applied for passenger evacuation can be removed.,,V074,2,Major,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Removal of Evacuation Protection is no longer reported.,"CBTC Message Type 152",VEH,Evacuation management,"4781/
17182","4.9    
4.11",
ATS_GA_AL-350,<PVID><TID> At <TRACKING LOC>: Removal of Integrity Loss Protection Is Enabled,,,X,,,,,,,,,TTT_OBSI_ATP_ACKNOWLEDGEABLETRAININTEGRITYLOSSALARM_ON-,Alarm generated when a train Integrity Loss Protection Is Enabled acknowledgement is reported.,,V075,2,Major,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,default,default,"CBTC Message Type 152",VEH ,NA,NA,CORE,
ATS_GA_AL-369,<PVID><TID> At <TRACKING LOC>: Fire Detector Is Activated ,,,X,,,,,,,,,TTT_OBSI_ATP_NOFIREDETECTED_0,Alarm generated when a train reports that a fire detector is activated.,,V114,1,Serious,N,"Dispatcher, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Fire detector activated is no longer reported. ,CBTC Message Type 170,VEH,Manage Fire Detection,3340,4.5,
ATS_GA_AL-371,<PVID><TID> At <TRACKING LOC>: Non-Releasable Stop Application,,,X,,,,,,,,,TTT_OBSI_ATP_NONRELEASABLEHOLDCAUSEPRESENCE_ON,Alarm generated when the Carborne Controller (CC) applies a non-releasable stop on a vehicle. ,,V116,1,Serious,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Hold indication state is no longer reported,CBTC Message Type 170,VEH,Train Hold and Emergency Brake Management ,3342,4.9,
ATS_GA_AL-376,<PVID><TID> At <TRACKING LOC>: Releasable Stop Application ,,,X,,,,,,,,,TTT_OBSI_ATP_RELEASABLEHOLDCAUSEPRESENCE_ON,Alarm generated when the Carborne Controller (CC) applies a releasable stop on a vehicle. ,,V122,1,Serious,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Hold indication state is no longer reported,CBTC Message Type 170,VEH,Train Hold and Emergency Brake Management ,3342,4.9,
ATS_GA_AL-385,<PVID><TID> At <TRACKING LOC>: Left Side Door Closing Problem,,,X,,,,,,,,,TTT_OBSI_ATP_TDCLOSINGISSUELEFT_ON,Alarm generated when the CBTC Subsystem indicates a train door closing problem on the left side (this is the left side when facing direction of train travel) of the train.,,V134,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Door Opening problem is no longer reported,CBTC Message Type 170,VEH,PSD and Doors Evolution,3343,4.8,
ATS_GA_AL-386,<PVID><TID> At <TRACKING LOC>: Right Side Door Closing Problem,,,X,,,,,,,,,TTT_OBSI_ATP_TDCLOSINGISSUERIGHT_ON,Alarm generated when the CBTC Subsystem indicates a train door closing problem on the right side (this is the right side when facing direction of train travel) of the train.,,V135,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Door closing problem is no longer reported.,"CBTC Message Type 170",VEH,NA,3343,4.8,
ATS_GA_AL-387,<PVID><TID> At <TRACKING LOC>: Left Side Door Opening Problem,,,X,,,,,,,,,TTT_OBSI_ATP_TDOPENINGISSUELEFT_ON,Alarm generated when the CBTC Subsystem indicates a train door Opening problem on the left side (this is the left side when facing direction of train travel) of the train.,,V136,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Door Opening problem is no longer reported,CBTC Message Type 170,VEH,PSD and Doors Evolution,3343,4.8,
ATS_GA_AL-388,<PVID><TID> At <TRACKING LOC>: Right Side Door Opening Problem,,,X,,,,,,,,,TTT_OBSI_ATP_TDOPENINGISSUERIGHT_ON,Alarm generated when the CBTC Subsystem indicates a train door Opening problem on the right side (this is the right side when facing direction of train travel) of the train.,,V137,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Door closing problem is no longer reported.,"CBTC Message Type 170",VEH,NA,3343,4.8,
ATS_GA_AL-389,<PVID><TID> At <TRACKING LOC>: Train Collision Alarm Is Activated,,,X,,,,,,,,,TTT_OBSI_ATP_TRAINCOLLISIONALARM_ON,Alarm generated when Train Collision Alarm is reported.,,V138,1,Serious,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,default,default,"CBTC Message Type 170",VEH ,NA,NA,CORE,
ATS_GA_AL-390,<PVID><TID> At <TRACKING LOC>: Train Is Delocalized,,,X,,,,,,,,,TTT_OBSI_ATP_TRAINDELOCALIZATIONALARM_ON,Alarm notifying the Dispatcher that a train is delocalized.,,V139,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Removal of delocalization alarm condition for the train.,CBTC Message Type 180,VEH,NA,11493,4.10.02,
ATS_GA_AL-391,<PVID><TID> At <TRACKING LOC>: Train Derailment Alarm Is Activated,,,X,,,,,,,,,TTT_OBSI_ATP_TRAINDERAILMENTALARM_ON,Alarm generated when a train derailment at location [%EXT],,V140,1,Serious,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Train Derailment is no longer reported.,"CBTC Message Type 174",VEH,NA,5125,4.11,
ATS_GA_AL-392,<PVID><TID> At <TRACKING LOC>: Train Is Not Enabled To Run,,,X,,,,,,,,,TTT_OBSI_ATP_TRAINENABLETORUNSTATUS_2,Alarm generated when CBTC sets the Train Enabled To Run State to No for a train.,,V141,1,Serious,N,"Dispatcher, Supervisor, Maintainer, Instructor, Trainee",default,default,default,"CBTC Message Type 170",VEH,NA,NA,CORE,
ATS_GA_AL-393,<PVID><TID> At <TRACKING LOC>: Passenger Evacuation Alarm Is Activated,,,X,,,,,,,,,TTT_OBSI_ATP_TRAINEVACUATIONALARM_ON,Alarm generated when the Evacuation Alarm has been initiated for a train.,,V142,1,Serious,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Evacuation is no longer reported.,"CBTC Message Type 152",VEH,Evacuation management,4781,4.9,
ATS_GA_AL-394,<PVID><TID> At <TRACKING LOC>: Train Is Stopped Due To Passenger Evacuation ,,,X,,,,,,,,,TTT_OBSI_ATP_TRAINHOLDDUETOEVACUATION_ON,Alarm generated when a train is stopped due specifically to a passenger evacuation.  ,,V143,1,Serious,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Stopped due to passenger evacuation is no longer reported.,"CBTC Message Type 170",VEH,Evacuation management,4781,4.9,
,<PVID><TID> – Train Integrity Loss Detected,,,X,,,,,,,,,TTT_OBSI_ATP_TRAININTEGRITYLOSSALARM_ON,A vehicle has reported a loss of integrity alarm,,V144,2,Serious,Y,"System Manager,  Dispatcher, Instructor, Supervisor, Trainee",Manual,Inactive Conditions,Loss of integrity is no longer detected for train.,CBTC Message Type 108,VEH,Auxilary Vehicle Management,"12237
17182
42790","4.11    
4.12.01    
4.13",Alarm exists in 4.12.x as specified.
ATS_GA_AL-434,<PVID><TID> At <TRACKING LOC>: Both DBUs Are Unavailable ,,,X,,,,,,,,,TTT_OBSI_CCU_DBU_UNAVAILABLE_ON,Alarm generated when both Diagnostic Board Units (DBUs) are unavailable.  ,,V145,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Both DBUs Unavailable no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-432,<PVID><TID> At <TRACKING LOC>: EMDO Circuit Brake Is Off,,,X,,,,,,,,,TTT_OBSI_CCU_CIRCUITBRAKEEMDOALARM_ON,Alarm generated when an the Circuit Brake associated with the Emergency Manual Door Override (EMDO) is off.,,V277,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,EDMO Circuit Brake Switched Off  no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-453,<PVID><TID> At <TRACKING LOC>:  Door <DOORLnn> Isolation Is Required,,,X,,,,,,,,,TTT_OBSI_CCU_DOORISOLATIONREQUIREDLnn_ON,Alarm generated when left or right train door requires isolation.,,V279,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Door Must be Isolated  no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-466,<PVID><TID> At <TRACKING LOC>:  Door <DOORnn> Isolation Is Required,,,X,,,,,,,,,TTT_OBSI_CCU_DOORISOLATIONREQUIREDRnn_ON,Alarm generated when left or right train door requires isolation.,,V292,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Door Must be Isolated  no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-786,<PVID><TID> Vehicle Door <STR> is inhibited at <LOCATION>,,,X,,,,,,,,,,Door data indicates a Vehicle door is inhibited.  This could be the result of an ATS persistent inhibit request or could have been done on the train.  The alarm should not be generated for inhibition indications from transient inhibit commands.,,V293,2,Major,Y,"User(s) of the following type who own the territory where the alarm event occurred.  Dispatcher, SysManager, Supervisor, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Vehicle door is no longer indicating that it is inhibited.,CBTC Message Type 184,VEH,PSD and Multiple Consist Trains,"4571
34201",,
ATS_GA_AL-479,<PVID><TID> At <TRACKING LOC>: Door <DOOLnn> Is Out Of Service,,,X,,,,,,,,,TTT_OBSI_CCU_DOOROUTOFSERVICELnn_ON,Alarm generated when a train door is reporting out of service because of mechanical isolation. ,,V308,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Door Out Of Service no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-492,<PVID><TID> At <TRACKING LOC>: Door <DOORRnn> Is Out Of Service,,,,,,,,,,,X,TTT_OBSI_CCU_DOOROUTOFSERVICERnn_ON,A door is Out of Service (electrically and mechanically isolated).,,V321,4,Minor,Y,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",Automatic,Inactive Condition,When the condition is no longer present on the train.,MIS VEH,VEH,FLDC Interface,"4756
22515
25844","4.10.01    
4.11",
ATS_GA_AL-496,<PVID><TID> At <TRACKING LOC>: Auxiliary Brake Release System Failure,,,X,,,,,,,,,TTT_OBSI_CCU_FAILAUXBRAKERELEASE_ON,Alarm generated when a loss of redundancy is reported due to a failure in the auxiliary brake release system.,,V330,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Loss of Redundancy ? Auxiliary Brake Release System Cut-Off no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-497,<PVID><TID> At <TRACKING LOC>: Dynamic Brake <DBn>Failure,,,X,,,,,,,,,TTT_OBSI_CCU_FAILDYNAMICBRAKEn_ON,Alarm generated when a failure is indicated in the electrodynamic brake system.,,V331,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Electrodynamic Brake System failure no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-498,<PVID><TID> At <TRACKING LOC>: DC To DC Converter Isolation Failure,,,X,,,,,,,,,TTT_OBSI_CCU_FAILISOLATIONDC2DC_ON,Alarm generated when isolation of DC converter to DC converter has failed.,,V332,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,DC To DC Converter Isolation Failure no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-499,<PVID><TID> At <TRACKING LOC>: Mechanical Brake <MBn> Failure,,,X,,,,,,,,,TTT_OBSI_CCU_FAILMECHBRAKEn_ON,Alarm generated when a failure is indicated in the mechanical brake system.,,V333,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Mechanical Brake System failure no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-500,<PVID><TID> At <TRACKING LOC>: Rack Fan <RFan> Failure,,,X,,,,,,,,,TTT_OBSI_CCU_FAILRACKFANan_ON,"Alarm generated when the value of the indication is 0 for the Fans (A, B or C) on cab1 or cab2. ",,V334,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Fan Rack Is Not Working Well no longer reported,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-517,<PVID><TID> At <TRACKING LOC>: Carborne Controller To Multifunctional Vehicle Bus <MVnnn> Link Failure,,,X,,,,,,,,,TTT_OBSI_CCU_MVBnnnCCALARM_ON,Alarm generated when there is a failure of the Carborne Controller (CC) to Multifunctional Vehicle Bus (MVB) link.,,V335,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,CC MVB Link Dataset Failure  no longer reported.,CBTC Message Type 184,VEH,"FLDC Interface
Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher","3347
4756
22515
25844","4.8    
4.10.01    
4.11",
ATS_GA_AL-518,<PVID><TID> At <TRACKING LOC>: Desk A Open ,,,X,,,,,,,,,TTT_OBSI_CCU_OPENDESKA_ON,Alarm generated when Desk A is reported open.,,V412,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Desk Open  no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-519,<PVID><TID> At <TRACKING LOC>: Desk B Open ,,,X,,,,,,,,,TTT_OBSI_CCU_OPENDESKB_ON,Alarm generated when Desk B is reported open.,,V413,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Desk Open  no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-523,Train Overweight Alarm At <TRACKING LOC>: Train Overweight,,,X,,,,,,,,,TTT_OBSI_CCU_TRAINOVERWEIGHT_ON,Alarm generated when an indication is received that the train is in an overweight condition.,,V414,4,NA,Y,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Timed,Inactive Timeout (configured time),configured time elapsed,CBTC Message Type 184,VEH,NA,12910,4.12,
ATS_GA_AL-524,<PVID><TID> At <TRACKING LOC>: : Train Door Obstructed ,,,X,,,,,,,,,TTT_OBSI_CCU_VEHDOOROBSTRUCTION_ON,Alarm generated when train door is obstructed.,,V429,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Door Is Obstructed no longer reported.,CBTC Message Type 184,VEH,Additional Onboard and Vehicle Status to be Displayed to the Train Dispatcher,3347,4.8,
ATS_GA_AL-542,<PVID><TID> At <TRACKING LOC>: Car A PSIS Control Unit Is Unavailable,,,X,,,,,,,,,TTT_OBSI_PISCU_CARA_LOSS_ON ,Alarm generated when Car A PSIS Control Unit Unavailable is reported.,,V484,2,Major,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,NA,NA,CORE,
ATS_GA_AL-543,<PVID><TID> At <TRACKING LOC>: Car B PSIS Control Unit Is Unavailable,,,X,,,,,,,,,TTT_OBSI_PISCU_CARB_LOSS_ON ,Alarm generated when Car B PSIS Control Unit Unavailable is reported.,,V485,2,Major,N,"Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,NA,NA,CORE,
ATS_GA_AL-544,<PVID><TID> At <TRACKING LOC>: Static Passenger Service Tests Are Outdated ,,,X,,,,,,,,,TTT_OBSI_STATIC_PASSENGER_SERVICE_TEST_STATUS_0,Alarm generated when a train hasn?t performed static passenger service tests within the required time period.,,V486,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Static Passenger Service Tests Status Out Of Date  no longer reported,CBTC Message Type 170,VEH,Passenger Service Tests,7673,4.8,
ATS_GA_AL-548,<PVID><TID> At <TRACKING LOC>: Train Is Attempting Reberth ,,,X,,,,,,,,,VEH_TOLERANCE_ATTEMPTING_TO_BERTH_ON,Alarm generated when the train indicates that it is attempting Reberth in order to recover from an overshoot or undershoot.  ,,V490,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,When no longer indicated,CBTC Message Type 170,VEH,Undershoot & Overshoot Management for Driverless,3341,4.8,
ATS_GA_AL-549,<PVID><TID> At <TRACKING LOC>: Attempted Reberth Has Failed,,,X,,,,,,,,,VEH_TOLERANCE_FAILED_TO_BERTH_ON,Alarm generated when the train indicates that it has failed its attempt to rebirth after an overshoot or undershoot.  ,,V491,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,When no longer indicated,CBTC Message Type 170,VEH,Undershoot & Overshoot Management for Driverless,3341,4.8,
ATS_GA_AL-551,<PVID><TID> At <TRACKING LOC>:  Out of Tolerance Recoverable Undershoot At Platform,,,X,,,,,,,,,VEH_TOLERANCE_RECOVERABLE_UNDERSHOOT_ON,Alarm generated when a train is indicating an undershoot at a station stop. ,,V493,4,Major,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Out of Tolerance - Undershoot  no longer reported,CBTC Message Type 101,VEH,Undershoot & Overshoot Management for Driverless,3341,4.8,
ATS_GA_AL-552,<PVID><TID> At <TRACKING LOC>:  Out of Tolerance Unrecoverable Overshoot At Platform,,,X,,,,,,,,,VEH_TOLERANCE_UNRECOVERABLE_ON,Alarm generated when the train indicates that it has overshot (stopped long of) a station stop outside the recovery distance.,,V494,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Out of Tolerance - Unrecoverable Overshoot  no longer reported,CBTC Message Type 101,VEH,Undershoot & Overshoot Management for Driverless,3341,4.8,
ATS_GA_AL-553,<PVID><TID> At <TRACKING LOC>: Unintended Stop For Over <NUMBER> Seconds,,,X,,,,,,,,,VEH_UNINTENDED_STOP_ON,"Alarm generated when a train on a revenue service track, which has indicated an unintended stop, is still indicating stopped after a configured time interval. 
(Default unintended stop time interval is 120 seconds.)",,V495,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Inactive when Unintended Stop is no longer reported.,CBTC Message Type 170,VEH,Mission Management for Driverless,3344,4.7,
ATS_GA_AL-555,<LOCATION><DEVICE>  Vehicle Couple Enable Failed,,,X,,,,,,,,,VEHICLE_COUPLE_ENABLE_FAILURE_ON,Alarm generated when Vehicle Couple Enable Failure is reported.,,V496,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,CBTC Message Type 170,VEH,NA,NA,CORE,
ATS_GA_AL-557,<PVID><TID> At <TRACKING LOC>: Static Passenger Service Tests Are Unavailable,,,X,,,,,,,,,VR_STATIC_TEST_UNAVAILABLE,Alarm generated when Static Passenger Service Tests Unavailable is reported.,,V499,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,CBTC Message Type 170,VEH ,NA,NA,CORE,
ATS_GA_AL-558,<PVID><TID> At <TRACKING LOC>: Static Passenger Service Test Completion Timed Out,,,X,,,,,,,,,VR_STATIC_TESTS_COMPLETION_TIMED_OUT,Alarm generated when a static passenger service test State has not been received from a train within a configured time limit.,,V500,2,Major,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,Passenger Service Tests,7673,4.8,
ATS_GA_AL-559,<PVID><TID> At <TRACKING LOC>: Static Passenger Service Tests Failed ,,,X,,,,,,,,,VR_STATIC_TESTS_FAILED,Alarm generated when a Vehicle Regulation indicates that a train has failed its static passenger service tests.,,V501,2,Major,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,Passenger Service Tests,7673,4.8,
ATS_GA_AL-560,<PVID><TID> At <TRACKING LOC>: : At <LOCATION><DEVICE>: Wake Up Failure; Completely Wake Up Command Is Unavailable,,,X,,,,,,,,,VR_WAKEUP_FAILURE_COMP_WAKE_NOT_AVAIL,Alarm generated when the Completely Wake Up command is unavailable for a train that is being automatically woken up. ,,V502,2,Major,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,Sleeping Mode Management ,6963,4.8,
ATS_GA_AL-561,<PVID><TID> At <TRACKING LOC>: : Wake Up Failure; Partially Wake Up Command Is Unavailable ,,,X,,,,,,,,,VR_WAKEUP_FAILURE_PART_WAKE_NOT_AVAIL,Alarm generated when the Completely Wake Up command is unavailable for a train that is being automatically woken up.,,V503,2,Major,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,CBTC Message Type 170,VEH,Sleeping Mode Management ,6963,4.8,
,<PVID><TID> At <TRACKING LOC>: Unexpected Parking Brake Applied,,,X,,,,,,,,,,Alarm generated when a parking brake was applied without being commanded to apply.,,V510,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Unexpected Parking Brake Applied indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Unexpected Parking Brake Released,,,X,,,,,,,,,,Alarm generated when a parking brake was released without being commanded to release.,,V511,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Unexpected Parking Brake Released indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Parking Brake Failed To Apply,,,X,,,,,,,,,,Alarm generated when a parking brake failed to apply when it was commanded to apply.,,V512,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Parking Brake Failed to Apply indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Parking Brake Failed To Release,,,X,,,,,,,,,,Alarm generated when a parking brake failed to release when it was commanded to be released.,,V513,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Parking Brake Failed to Apply indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Parking Brake Successfully Isolated ,,,X,,,,,,,,,,Alarm generated when a failed parking brake was successufully isolated.,,V514,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Inactive When Acked,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Parking Brake Unsuccessfully Isolated ,,,X,,,,,,,,,,Alarm generated when a failed parking brake was unsuccessfully isolated.,,V515,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Parking Brake Unsuccessfully Isolated Indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Unexpected Parking Brake Isolated ,,,X,,,,,,,,,,Alarm generated when parking brake was isolated when it was not commanded to be isolated.,,V516,2,Major,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Unexpected Parking Brake Isolated indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
,<PVID><TID> At <TRACKING LOC>: Parking Brake Unavailable For Application Request,,,X,,,,,,,,,,Alarm generated when a parking brake needs to be applied when it was isolated.,,V517,2,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Parking Brake Unavailable for Application Request Indication changes from 1 to 0 in Msg 184.,CBTC Message Type 184,VEH,Parking Brake Management,27201,UNRELEASED,
